song,genre
Wait for Me,Rock
Only You (Bad Boy Remix) [Featuring the Notorious B.I.G. & Mase],R&B
Only You (Bad Boy Remix) [Featuring the Notorious B.I.G. & Mase],Gospel
Down,Rock
Lean On Me,R&B
Lean On Me,Rock
Some Girls Do,Country
Loser Like Me (Glee Cast Version),Pop
deja vu,Pop
Somebody's Baby,Pop
Are You Happy Now?,Pop
I Dare You,Rock
LOL :-) (feat. Gucci Mane & Soulja Boy Tell 'Em),R&B
LOL :-) (feat. Gucci Mane & Soulja Boy Tell 'Em),Metal
Silent Night (feat. Reba McEntire & Trisha Yearwood),Latin
Take It On the Run,Rock
Cupid,R&B
Cupid,EDM
Mockingbird,Pop
Rain On Me,Pop
Epic,Rock
Scary Monsters and Nice Sprites (Noisa Remix),Latin
All Over Again,Country
There You Go,Country
How Do I Breathe,R&B
How Do I Breathe,Classical
Time Marches On,Country
Satisfied (feat. Miguel & Queen Latifah),Pop
Working for the Weekend,Pop
Working for the Weekend,Rock
Bye Bye,Country
Leningrad,Pop
A LIGHT THAT NEVER COMES,Rock
Let It Be Me,Folk
Mad Hatter,Gospel
More Than This,Pop
Borderline,Pop
Hot n Cold,Pop
Uninvited,Classical
Jump Out the Face (feat. Future),Hip hop
Jump Out the Face (feat. Future),Rap
How Great Thou Art (with Vince Gill) [Live from ACM Presents: Girls' Night Out],Country
Like This,R&B
Like This,Gospel
The End of Heartache,Metal
Good As You,Country
In the Ghetto,Rock
All of Me (Tiësto's Birthday Treatment Remix) [Radio Edit],R&B
All of Me (Tiësto's Birthday Treatment Remix) [Radio Edit],EDM
Harlem,Latin
Last Request,Rock
Mean,Pop
Never Would Have Made It,Hip hop
How's It Going to Be,Country
Perfect Day,Pop
Hey Porter,Country
Just Like Me (feat. T.I.),R&B
Just Like Me (feat. T.I.),Video game music
Kamikaze,Hip hop
Kamikaze,Rap
(You're) Having My Baby (Glee Cast Version) [Cover of Paul Anka and Odia Coates],Pop
Summertime,Country
Gimme the Loot (2005 Remaster),Hip hop
Gimme the Loot (2005 Remaster),Rap
Remember The Music (feat. Jennifer Hudson),Pop
A Little Less Conversation,Rock
Detlef Schrempf,Classical
Beer Never Broke My Heart,Country
All About Soul,Pop
O-o-h Child,R&B
O-o-h Child,Hip hop
Immigrant Song,Rock
Otherside,Gospel
Small Town Southern Man,Country
The Only Exception,Lofi
Of All Things (feat. Too $hort),Hip hop
Of All Things (feat. Too $hort),Rap
Perfectly Lonely,Rock
If You Ever Come Back,Pop
Bad Things,Country
Ocean Breathes Salty,Hip hop
In My Arms,Jazz
Standing Next to You (USHER Remix),Pop
Little Wing,Rock
"Liquor Store Blues (feat. Damian ""Jr. Gong"" Marley)",Pop
Party and Bulls**t,Hip hop
The Power of Love,Rock
Born Free,Rock
"Hello, Goodbye (Glee Cast Version)",Pop
Get Ugly,Pop
Enemies,Rock
The Wanderer,Country
I Walk the Line,Country
Only Human,Pop
Ballad Of A Teenage Queen (mono),Country
Big River (Mono),Country
Gotta Get Away,Folk
The Night Hank Williams Came to Town,Country
Calabria 2008 (feat. MIMS & Natasja),Classical
My Little Girl,R&B
O-o-h Child,R&B
O-o-h Child,Metal
Immigrant Song,Rock
Otherside,Gospel
Small Town Southern Man,Country
The Only Exception,K pop
Of All Things (feat. Too $hort),Hip hop
Of All Things (feat. Too $hort),Rap
Perfectly Lonely,Rock
If You Ever Come Back,Pop
Bad Things,Country
Ocean Breathes Salty,Rock
In My Arms,Video game music
Standing Next to You (USHER Remix),Pop
Little Wing,Rock
"Liquor Store Blues (feat. Damian ""Jr. Gong"" Marley)",Pop
Party and Bulls**t,Video game music
The Power of Love,Rock
Born Free,Rock
"Hello, Goodbye (Glee Cast Version)",Pop
Get Ugly,Pop
Enemies,Rock
The Wanderer,Country
I Walk the Line,Country
Only Human,Pop
Ballad Of A Teenage Queen (mono),Country
Big River (Mono),Country
Gotta Get Away,Metal
The Night Hank Williams Came to Town,Country
Calabria 2008 (feat. MIMS & Natasja),Gospel
My Little Girl,Latin
Guy What Takes His Time,Classical
La Tortura (Alternate Version),Latin
Guess Things Happen That Way (mono),Country
breathin,Pop
No Roots,Classical
Aw Naw,Country
Turn Blue,Latin
"Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)",Country
Listen to the Music,Rock
You Never Even Called Me By My Name,Country
God Rest Ye Merry Gentlemen,Jazz
Blame It (feat. T-Pain),R&B
Blame It (feat. T-Pain),Rap
"Merry Christmas, Happy Holidays",Latin
Oblivion,EDM
Bomfalleralla,Rock
What If (feat. Gizzle),Hip hop
What If (feat. Gizzle),Rap
Without Words,Gospel
No One Ever Loved,Video game music
Something Good,Hip hop
Never Stop (Wedding Version),Pop
Strange Things Will Happen,R&B
While I'm Alive,K pop
All I Want,Pop
"My Shot (feat. Busta Rhymes, Joell Ortiz & Nate Ruess) [Rise Up Remix]",Hip hop
"My Shot (feat. Busta Rhymes, Joell Ortiz & Nate Ruess) [Rise Up Remix]",Rap
Banquet,Latin
Turtles All the Way Down,Country
Tee Shirt,Jazz
I'd Rather Go Blind,Hip hop
Long Way Down,Pop
Alive (2004 Remix),Classical
Rx (Medicate),Rock
Have You Ever,Pop
Stay,Hip hop
Stay,Rap
Simple As This,Metal
Suspicious Minds,Rock
Wait,Gospel
I'm Real (feat. Ja Rule) [Murder Remix featuring Ja Rule],R&B
I'm Real (feat. Ja Rule) [Murder Remix featuring Ja Rule],Hip hop
Tell Me When to Go (Featuring Keak Da Sneak),Hip hop
Tell Me When to Go (Featuring Keak Da Sneak),Rap
O Come to the Altar (Live),EDM
All Over You,Country
Lose My Breath,R&B
Lose My Breath,Metal
Goofy Goober Rock,Video game music
"O Come, All Ye Faithful",Gospel
She (feat. Frank Ocean),Hip hop
She (feat. Frank Ocean),Rap
Bryn,Country
I'm Shakin',Pop
Never Again,Rock
vampire,Pop
Windows Down,Pop
my strange addiction,Folk
T-R-O-U-B-L-E,Country
Why Don't You & I (feat. Alex Band of the Calling) [Alt. Version],Rock
Gasolina (Dj Buddha Remix),R&B
no tears left to cry,Pop
Lucky (feat. Colbie Caillat),Pop
On the Radio,Folk
"Mama, I'm Coming Home",Rock
Hello (Glee Cast Version) [feat. Jonathan Groff],Pop
Best Thing I Never Had,Pop
You Are More,Lofi
Chances Are,Rock
Take Me or Leave Me,Pop
I'm a Man (New Edit),Rock
Take Five,Jazz
Heroes (Single Version),Rock
The Wind Cries Mary,Rock
cardigan,Video game music
The Luckiest,Rock
The Feast and the Famine,Lofi
Metal Health (Bang Your Head),Rock
White Christmas (Duet With Shania Twain),Hip hop
Michael's Christmas Greeting,Rock
Becky,Hip hop
Becky,Rap
"Another Brick In the Wall, Pt. 2",Rock
The Humpty Dance,Pop
To Build a Home (feat. Patrick Watson),EDM
"Revolution (feat. Faustix, ImanoS & Kai)",Classical
Everything She Wants,Pop
Walk This Way (feat. Aerosmith),Hip hop
Walk This Way (feat. Aerosmith),Rap
Girl That You Love,Country
Creepin',Country
I Love You Always Forever,Pop
The Light,Rock
Scary Monsters and Nice Sprites (Zedd Remix),EDM
Louie Louie,Rock
Been On,Hip hop
Been On,Rap
River,R&B
River,Rock
All Night Longer,Pop
Hero,Rock
Fire,Rock
Creator,Video game music
Stay the Night,Rock
Breathe (2 AM),Pop
Beer In Mexico,Country
Say You'll Haunt Me,Rock
Try Me,Hip hop
Try Me,Rap
50 Ways to Leave Your Lover,Pop
You Broke Up with Me,Country
It Had to Be You (Big Band and Vocals),Metal
Bottoms Up,Rock
Magic Stick,Hip hop
Magic Stick,Rap
I Want,Pop
Bonfire,Latin
Jump In the Line,Folk
Dollhouse,Rock
Long White Line,Country
Mykonos,Rap
Did It In a Minute,Rock
So Beautiful,R&B
So Beautiful,Metal
This Time,Country
What About Now,Rock
Happy,Pop
50 Shades of Crazy,Country
Shakin',Rock
In My Daughter's Eyes,Country
Iron Man,Metal
Rock With You,Pop
Remember You (feat. Blackbear),Hip hop
Remember You (feat. Blackbear),Rap
Bump N' Grind,Pop
Crystal Blue Persuasion,Latin
My Sweet Song,Latin
Invention In C minor,Pop
Forget You (Glee Cast Version) [feat. Gwyneth Paltrow],Pop
American Girl,Pop
"Not Alike (feat. Royce da 5'9"")",Hip hop
"Not Alike (feat. Royce da 5'9"")",Rap
Waltz No. 1 (Nunley's Carousel),Pop
Love Is Here,Rock
Locked Away (feat. Adam Levine),Pop
We Be Burnin' (Recognize It),Pop
Pullin Up (feat. The Weeknd),Hip hop
Pullin Up (feat. The Weeknd),Rap
Give Up the Funk (Glee Cast Version),Pop
Broken Together,Classical
Blitzkrieg Bop,Rap
The Fresh Prince of Bel-Air,Pop
Some Nights,EDM
Love Me Anyway (feat. Chris Stapleton),Pop
Guilty Filthy Soul,Rock
When You're Good to Mama,Rock
Fistful of Steel,Rock
"Boats 'N Hoes (From the Motion Picture ""Step Brothers"")",Lofi
Heartbeat,Pop
Alyssa Lies,Country
Cowboys from Hell,Metal
502 Come Up,Hip hop
502 Come Up,Rap
Just the Way You Are (Glee Cast Version),Pop
Boys from the South,Country
Keep Your Eyes Open,Rock
Wrote My Way Out,Hip hop
Wrote My Way Out,Rap
How I Feel,Hip hop
How I Feel,Rap
everything i wanted,Rock
One Thing Right,Pop
Renegade Runaway,Country
White Sky,Gospel
Piece By Piece,Pop
Immigrants (We Get the Job Done),Hip hop
Immigrants (We Get the Job Done),Rap
Gone,Country
I Got the Keys (feat. JAY Z & Future),Hip hop
I Got the Keys (feat. JAY Z & Future),Rap
Hold On,Pop
Who Booty (Remix) [feat. French Montana],R&B
Who Booty (Remix) [feat. French Montana],Hip hop
Rebel Yell,Rock
Burn It Down,Metal
Money,Rock
Be Alright,Latin
Be Alright,Metal
As It Was,Pop
Don't Let Me GO (feat. Grace),Hip hop
Don't Let Me GO (feat. Grace),Rap
Mack the Knife,Pop
(I've Had) The Time of My Life [Glee Cast Version],Pop
Think About You (feat. Quiñ),Hip hop
Think About You (feat. Quiñ),Rap
"Fragile (feat. Kendrick Lamar, ¡MAYDAY! & Kendall Morgan)",Hip hop
"Fragile (feat. Kendrick Lamar, ¡MAYDAY! & Kendall Morgan)",Rap
The Time of My Life,Pop
Call On Me,Rock
Immigrants (We Get the Job Done),Hip hop
Immigrants (We Get the Job Done),Rap
Gone,Country
I Got the Keys (feat. JAY Z & Future),Hip hop
I Got the Keys (feat. JAY Z & Future),Rap
Hold On,Pop
Who Booty (Remix) [feat. French Montana],R&B
Who Booty (Remix) [feat. French Montana],Pop
Rebel Yell,Rock
Burn It Down,Pop
Money,Rock
Be Alright,Country
Be Alright,Latin
As It Was,Pop
Don't Let Me GO (feat. Grace),Hip hop
Don't Let Me GO (feat. Grace),Rap
Mack the Knife,Pop
(I've Had) The Time of My Life [Glee Cast Version],Pop
Think About You (feat. Quiñ),Hip hop
Think About You (feat. Quiñ),Rap
"Fragile (feat. Kendrick Lamar, ¡MAYDAY! & Kendall Morgan)",Hip hop
"Fragile (feat. Kendrick Lamar, ¡MAYDAY! & Kendall Morgan)",Rap
The Time of My Life,Pop
Call On Me,Rock
Dreamlover,Pop
Wait For It,R&B
Wait For It,Rap
Bad Habits,Pop
Second Hand News,Rock
I Go Back,Country
Fire and the Flood,Rap
Probably Wouldn't Be This Way,Country
In the Air Tonight,Latin
"Take My Breath Away (Love Theme from ""Top Gun"")",Video game music
Songbird,Rock
Lips Like Sugar,Classical
Unusual You,Pop
War Pigs / Luke's Wall,Metal
Haven't Met You Yet,Pop
Peaches & Cream (feat. P. Diddy),R&B
Peaches & Cream (feat. P. Diddy),K pop
Where Are You Going,Rock
Like a Virgin,Pop
Stay Fly,Hip hop
Stay Fly,Rap
Bad (Remix) [feat. Rihanna],Hip hop
Bad (Remix) [feat. Rihanna],Rap
Ruin,R&B
Ruin,Rock
Platinum,Country
What About Now,Rock
What Did I Do?/God As My Witness,EDM
Time,Rock
Country Music Jesus,Country
Wasted On the Way,Rock
Wake Up,Latin
Karma,Pop
Some Things Are Better Left Unsaid,Rock
Everything We Had,Folk
I Could Not Ask for More,Country
the 1,EDM
Joy of My Life,Country
Holding On to You,Country
Still Around,Folk
Don't Bring Me Down,Rock
One Less Bell to Answer / A House Is Not a Home (Glee Cast Version) [feat. Kristin Chenoweth],Pop
My Prerogative,Pop
N****s Bleed (2007 Remaster),Hip hop
N****s Bleed (2007 Remaster),Rap
ROADS UNTRAVELED,Rock
Helpless (feat. Ja Rule),R&B
Helpless (feat. Ja Rule),Lofi
Jolene (Single Version),Country
Astronaut In The Ocean,Hip hop
Astronaut In The Ocean,Rap
Real Life,Country
Stand By Your Man,Country
Crush,Rock
Be Good to Me,Pop
I Lost It,Country
Every Other Freckle,Latin
We Cry,Pop
Toxic,Pop
Homeboy,Country
Anything But Mine,Country
There Goes My Life,Country
John Doe (feat. Priscilla),Hip hop
John Doe (feat. Priscilla),Rap
It's a Laugh,Rock
Unbelievable (2007 Remaster),Hip hop
Unbelievable (2007 Remaster),Rap
Drive (For Daddy Gene),Country
Helplessly Hoping,Rock
Along Comes a Woman (Single Edit),Rock
Come and Get Your Love,Rock
Boondocks,Country
The Sequence,R&B
The Sequence,R&B
Just a Song Before I Go,Rock
Lullaby,Pop
If We Are the Body,Lofi
Greatest,Hip hop
Greatest,Rap
Freek-A-Leek,Hip hop
Freek-A-Leek,Rap
Two Ghosts,Pop
Still the One,Rock
Open Interlude,R&B
Open Interlude,Hip hop
The Good Stuff,Country
The End of All Things,Latin
Orinoco Flow,Pop
Here Comes Your Man,Classical
Swagger Jagger,Pop
Real Sisters,Hip hop
Real Sisters,Rap
John Deere Green,Country
Ballad of a Southern Man,Country
Time Warp,Rap
One (Glee Cast Version),Pop
"O Come, O Come Emmanuel",Lofi
Anything But Mine,Country
You and I Both,Pop
Off the Wall,Pop
Whatever You Want,Pop
Follow Me,Pop
Cameras,Hip hop
Cameras,Rap
White Horse,Country
Boy,Country
Jeremy,Rock
Sex Type Thing,Pop
I Can Love You Better,Country
"break up with your girlfriend, i'm bored",Pop
Save Me (with Lainey Wilson),Country
Skrillex Orchestral Suite by Varien (Bonus Track),K pop
They Don't Know About Us,Pop
The Girl You Think I Am,Country
Right On Time,Rap
In the Air Tonight,Rock
"Shake Senora Remix (feat. T-Pain, Sean Paul & Ludacris)",Pop
Questions 67 and 68,Rock
Sympathy,Rock
We Should Be Friends,Country
This Kiss,Country
I'm with You,Pop
Bottoms Up,R&B
Bottoms Up,Classical
Up On The Housetop,Latin
"White & Nerdy (Parody of ""Ridin'"" by Chamillionaire feat. Krayzie Bone)",Hip hop
One Kiss,Lofi
Out from Under,Pop
Think a Little Less,Country
Star Spangled Banner (Live At Woodstock),Rock
Black (2004 Remix),Gospel
Jump On My Shoulders,Rap
The Other Side (feat. CeeLo Green and B.o.B),Pop
Whiskey In the Jar,Metal
Mom (feat. Kelli Trainor),Pop
Rich $ex,Hip hop
Rich $ex,Rap
Bad (Remix) [feat. Rihanna],Hip hop
Bad (Remix) [feat. Rihanna],Rap
Like We Never Loved At All,Country
Landslide (Glee Cast Version) [feat. Gwyneth Paltrow],Pop
Life's Been Good (Live),Rock
F**k the Pain Away,Hip hop
Life's a Dance,Country
One More Day,Country
Same Bitches (feat. G-Eazy & YG),Hip hop
Same Bitches (feat. G-Eazy & YG),Rap
French Inhale (feat. Mike Posner),Lofi
Rollercoaster,Video game music
Simple Song,Classical
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine, Mario Winans]",R&B
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine, Mario Winans]",Gospel
Ya Hey,K pop
Paranoid,Metal
Crystal Ball,Pop
(Rock) Superstar [feat. Chino Moreno & Everlast],Hip hop
(Rock) Superstar [feat. Chino Moreno & Everlast],Rap
Feelin' Way Too Damn Good,Rock
Cowgirl in the Sand,Pop
Hold My Heart,Hip hop
Moondance,R&B
Somebody to Love,Rock
Perfect,Rock
Standing Outside a Broken Phone Booth With Money In My Hand,Rap
Overkill (Acoustic Version),Rock
FRIENDS,Pop
Flashdance...What a Feeling,Pop
When a Man Loves a Woman,Rock
Crazy for You (Edit Version),Pop
I Just Want You,Country
Head Games,Rock
"Women Lie, Men Lie (feat. Lil Wayne)",Hip hop
"Women Lie, Men Lie (feat. Lil Wayne)",Rap
Let's Ride,Rock
Sippy Cup,EDM
All I Want Is Everything,Pop
Held,K pop
Summer Jam (feat. Florida Georgia Line),Country
Hide Me Babe,Latin
Blow a Bag,Hip hop
Blow a Bag,Rap
Thought You Should Know,Country
Fluorescent Adolescent,R&B
Standing In the Rain,Hip hop
Standing In the Rain,Rap
Apologize (Workout Remix),Pop
Just Got Started Lovin' You,Country
This Ain't Goodbye,Pop
IN MY REMAINS,Rock
Barracuda,Rock
Taro,Hip hop
How to Save a Life,Metal
Sing,Pop
LIKE I WOULD,Pop
Big Jet Plane,Video game music
Big Jet Plane,Pop
One More Time,Classical
All Alright,Country
Do It Like This,Country
Stole My Heart,Pop
The Big Bang,Pop
The Greatest,Pop
Last Train Home,Latin
Soul On Fire (feat. All Sons & Daughters),Metal
Breathe,Hip hop
Breathe,Rap
Soldier (feat. T.I. & Lil Wayne),R&B
Soldier (feat. T.I. & Lil Wayne),Classical
God In Me (feat. Kierra 'Kiki' Sheard),Gospel
I Got You Babe,Pop
More Than a Feeling,Rock
Standing In the Rain,Hip hop
Standing In the Rain,Rap
Apologize (Workout Remix),Hip hop
Just Got Started Lovin' You,Country
This Ain't Goodbye,Pop
IN MY REMAINS,Rock
Barracuda,Rock
Taro,Jazz
How to Save a Life,Rock
Sing,Pop
LIKE I WOULD,Pop
Big Jet Plane,Pop
Big Jet Plane,Gospel
One More Time,Latin
All Alright,Country
Do It Like This,Country
Stole My Heart,Pop
The Big Bang,Pop
The Greatest,Pop
Last Train Home,K pop
Soul On Fire (feat. All Sons & Daughters),Lofi
Breathe,Hip hop
Breathe,Rap
Soldier (feat. T.I. & Lil Wayne),R&B
Soldier (feat. T.I. & Lil Wayne),R&B
God In Me (feat. Kierra 'Kiki' Sheard),Metal
I Got You Babe,Pop
More Than a Feeling,Rock
Heart Attack,Pop
Love Bites (So Do I),Rock
For This (feat. IAMNOBODI),Hip hop
For This (feat. IAMNOBODI),Rap
Ten Nine Fourteen,Hip hop
Ten Nine Fourteen,Rap
Kiss,Lofi
A-Town Girl (feat. Latto),R&B
A-Town Girl (feat. Latto),Jazz
Talk (feat. Disclosure),R&B
Talk (feat. Disclosure),K pop
Alone,Rock
Gravity Is a B**ch,Country
How Not To,Country
Jump (Cover of Van Halen),Pop
Endless Love (Cover of Diana Ross and Lionel Richie),Pop
Objection (Tango),Latin
God Only Knows,Hip hop
Don't Stand So Close To Me / Young Girl (Cover of The Police),Pop
Fame,Rock
We Goin' Out,Country
Red Light Special,R&B
Red Light Special,Hip hop
Champagne,Rock
Ring (feat. Kehlani),Hip hop
Ring (feat. Kehlani),Rap
Don't Make Me Over (Glee Cast Version) [Cover of Dionne Warwick],Pop
Diplomat's Son,Folk
Intro,Hip hop
Intro,Rap
Online,Country
I Remember Everything (feat. Kacey Musgraves),Country
Save You Tonight,Pop
Intro (Difference),R&B
Intro (Difference),R&B
Want That Old Thing Back (feat. Ja Rule & Ralph Tresvant) [2007 Remaster],Hip hop
Want That Old Thing Back (feat. Ja Rule & Ralph Tresvant) [2007 Remaster],Rap
Electric Body (feat. ScHoolboy Q),Hip hop
Electric Body (feat. ScHoolboy Q),Rap
I Don't Want to Know,Rock
I Got the Juice,Hip hop
I Got the Juice,Rap
Money Longer,Hip hop
Stepping Stone,Hip hop
Stepping Stone,Rap
Kissing Strangers,R&B
Kissing Strangers,Video game music
Give It Away,Latin
Why Ya Wanna,Country
august,Rock
Say Anything (Else),Video game music
Lace and Leather,Pop
Tonight (Best You Ever Had) [feat. Ludacris],Jazz
Better,R&B
Better,Metal
Friends,Lofi
No Mediocre (feat. Iggy Azalea),Hip hop
No Mediocre (feat. Iggy Azalea),Rap
Everytime,Pop
I Need a Dollar,R&B
I Need a Dollar,Latin
No Easy Way Out,Country
The Only Living Boy in New York,Metal
Look What God Gave Her,Country
Ordinary Miracle,Rap
Love Story (Taylor’s Version),Country
Have You Ever Seen the Rain,Rock
Unity,Rock
I'LL BE GONE,Rock
Someone You Loved,Gospel
My Life Would Suck Without You,Pop
Lights Down Low (feat. gnash),Pop
A House Is Not a Home (Glee Cast Version),Pop
No Tell Lover,Rock
Unwell,Pop
Cold,Country
I Bet You Look Good on the Dancefloor,Folk
Wonderful World,Latin
Elevator (feat. Timbaland),Hip hop
Elevator (feat. Timbaland),Rap
Good Guy (feat. Jessie Reyez),Hip hop
Good Guy (feat. Jessie Reyez),Rap
Finally Moving,R&B
White Christmas (feat. The Manhattan Transfer),Folk
Tell Me a Lie,Pop
Need A Favor,Country
Red Hands,Pop
Shut Up and Let Me Go,Pop
Everything Will Be OK (feat. Kehlani),Hip hop
Everything Will Be OK (feat. Kehlani),Rap
Nothing To Me (feat. Keyshia Cole & E-40),Hip hop
Nothing To Me (feat. Keyshia Cole & E-40),Rap
Lovin On Me,Hip hop
Lovin On Me,Rap
Nice Guy,Hip hop
Nice Guy,Rap
"White Wedding, Pt. 1",Rock
Someday,Lofi
Mudshovel,Rock
Sabotage,Hip hop
Sabotage,Rap
I'm Yours,Pop
Me So Horny,Hip hop
Me So Horny,Rap
xanny,Classical
Light My Fire,Rock
I Miss You,Lofi
Dissolve Me,Rap
Crazy Bitch,Rock
Assassin,Rock
Everything About You,Pop
All the Way Home,R&B
All the Way Home,K pop
Bad Liar,Lofi
Before You Go,Country
"Shook Ones, Pt. II",Hip hop
"Shook Ones, Pt. II",Rap
Like I'll Never Love You Again,Country
You're the Reason,Pop
Ritual Dance,Gospel
This Is America,Hip hop
This Is America,Rap
Living In Fast Forward,Country
Turpentine,Rock
Turpentine,Video game music
Sundown,Classical
Sundown,Country
I'm Goin' Down,Rock
For However Long,R&B
For However Long,Lofi
I Got You,Pop
Fall for Your Type (feat. Drake),R&B
Fall for Your Type (feat. Drake),Pop
Paper Doll,Rock
Somebody’s Problem,Country
Complete,Hip hop
Complete,Rap
Throne,Rock
"Jesus, Friend of Sinners",Hip hop
Opportunity Cost,Hip hop
Opportunity Cost,Rap
Ruffneck (FULL Flex),Rap
Coming Home,R&B
Coming Home,Latin
Don't Leave Her (If You Can't Let Her Go),Country
Reckless Love,Latin
"Fade to Black (Live at Rasputin Music, Berkeley, CA - Apr. 16th, 2016)",Metal
I Am the Party,R&B
I Am the Party,K pop
Pretty Brown Eyes,Pop
In My Feelings,Hip hop
In My Feelings,Rap
ilomilo,Folk
Rebel Rebel,Rock
For My Lover,Classical
For My Lover,Folk
Words I Never Said (feat. Skylar Grey),Hip hop
Words I Never Said (feat. Skylar Grey),Rap
Please U,R&B
Please U,Country
Overjoyed,Pop
I Got It (feat. Big Block),Hip hop
I Got It (feat. Big Block),Rap
Another Sunday in the South,Country
Everlasting Arms,Rap
Ball and Chain,Rock
Call Out My Name,R&B
Call Out My Name,Latin
Delicate,K pop
Delicate,Country
Cry Baby,Gospel
Dance For You,Pop
What About Us,Pop
Don't Treat Me Bad,Rock
Islands In the Stream,Country
